applicant_id,post_tax_annual_income,total_monthly_expenses,monthly_emi_amount,other_debts
773058,521040.0,41471,917,8281
510917,2256201.6,40083,42475,54405
248774,1239993.6,7545,16102,11964
773066,1442793.6,32050,22209,36308
248784,2456985.6,22974,35192,46026
510934,297676.8,35310,5483,1443
773080,2449334.4,35404,54595,100694
248799,2191622.4,9470,10650,81635
510943,1316880.0,41436,13844,29963
510945,231532.80000000002,37070,2064,6266
510952,2808182.4000000004,5347,58361,4316
510953,168086.40000000002,37939,1282,3453
248810,372019.2,43951,7087,9831
510963,1561132.8,41429,4168,16725
248820,1972521.6,15990,19452,52776
248819,2351932.8000000003,23195,27265,50518
510965,1361740.8,21495,31821,16774
510967,1109702.4000000001,38039,12409,12874
773111,2541427.2,3675,27340,96394
510976,468240.0,13383,3030,8761
773123,1703961.6,,15146,19037
248836,2274230.4,,36929,89357
248840,896832.0,,8145,1202
773131,305040.0,25498,6415,3989
248844,2412787.2,17841,9538,25104
248846,1891190.4000000001,27793,35023,481
773135,2233142.4,28160,45440,31618
510992,2660812.8000000003,49685,60756,102289
510993,641644.8,,7110,5198
773140,1188364.8,40298,24536,10621
773143,1711833.6,,14019,13640
511000,763228.8,24270,9292,10217
511002,1661491.2000000002,31414,496,51108
773147,1595164.8,10747,23893,4187
773151,2869737.6,4398,71512,109225
511009,2828697.6,35348,12604,41049
248868,1076102.4000000001,40310,23476,42043
248871,1792128.0,16523,38841,71968
773168,2137401.6,48051,29404,81954
773173,2517657.6,28589,4457,39608
248886,526636.8,28629,138,1991
511030,1200326.4000000001,11692,10947,34094
773178,2263008.0,45321,42265,86539
511037,1888368.0,8061,37727,36221
511040,2106854.4,14333,11435,67038
773186,1716211.2000000002,29671,13980,6420
511044,2099174.4,31724,32825,62916
511045,1267728.0,24718,14535,32941
511047,1275619.2000000002,49324,11416,8875
248906,1609411.2000000002,36534,7172,43855
511051,109526.40000000001,32143,2065,2278
773198,2317132.8000000003,27182,3827,94002
248913,489436.80000000005,28491,2161,15408
511059,169872.0,2857,5,5754
773206,2084620.8,38557,10364,48760
248920,771590.4,,1476,6873
773208,370060.80000000005,36961,4608,2286
511066,180000.0,4975,1575,1109
773213,1814716.8,49582,15052,18185
773220,1781049.6,9827,37484,57574
248933,1803139.2000000002,11150,29024,57746
248936,466444.80000000005,15205,4478,17678
511081,210211.2,12519,3388,3609
511082,945158.4,7008,10185,12754
511086,1325164.8,23026,11051,46580
248946,2775830.4000000004,42756,30286,36033
248947,713376.0,6758,11143,13406
511092,355708.80000000005,38095,6171,13595
248948,502118.4,30431,9679,17646
511096,279388.8,,5066,116
511097,360364.80000000005,34647,8587,8952
511098,2530070.4000000004,33084,47658,44566
248957,1525104.0,31528,31466,61160
773249,2456438.4,31937,5134,61308
248962,341740.80000000005,49111,4516,3263
248964,2019110.4000000001,33914,7422,596
773253,228931.2,28541,5470,6649
511109,1896796.8,7456,12561,10057
773258,444441.60000000003,5463,710,5716
248970,2822438.4000000004,28471,5378,26766
248976,2270620.8000000003,1622,33337,76344
511127,2172412.8000000003,22318,8263,84509
773272,2768256.0,22992,29830,89896
248990,2561472.0,31282,31372,54114
511140,2303913.6,,15277,51401
511147,960211.2000000001,46608,23216,4994
773299,2212108.8000000003,,15692,50188
511157,2611747.2,3467,37792,43824
773301,2820595.2,10598,63337,34661
249015,2433955.2,48956,1029,68225
773304,993648.0,38888,20990,20802
511163,1038480.0,36851,10634,30155
249020,317097.60000000003,45578,5533,1393
249025,396316.80000000005,17159,8365,4121
249032,1361097.6,10837,33894,36240
511178,1689993.6,39830,22186,61183
249036,2107670.4,47424,52219,17717
249039,785443.2000000001,33044,18057,28461
773333,2696976.0,46937,44158,83671
249047,2461468.8000000003,27014,23447,9447
511194,2015721.6,15373,33155,28976
773340,1610697.6,5177,16960,8417
511199,1195670.4000000001,,24077,45073
249066,2014780.8,20917,18603,44559
249069,2360275.2,2667,15017,96794
511213,2590108.8000000003,37090,28212,63168
249071,2544816.0,,52373,67979
511216,2261030.4,14656,18002,68006
249073,281414.4,22327,5961,4989
511214,619584.0,8675,11097,13588
773365,2190096.0,39002,30896,85431
511221,1497638.4000000001,27510,19139,56565
511228,2647190.4000000004,17277,52335,25295
773374,1050336.0,34215,8029,15389
773375,2310508.8000000003,4375,4329,9983
773376,2763849.6,13546,6406,74163
511230,1368009.6,13313,28953,40813
773380,2543107.2,6468,46178,99404
249094,997449.6000000001,34163,4854,4281
249100,80966.40000000001,,1985,2718
249110,678432.0,32128,10142,12947
773398,2401008.0,43506,16246,89357
511257,1263964.8,3041,21922,31624
249115,1029100.8,31759,6633,18926
249116,1757529.6,20898,25413,19476
249120,599875.2000000001,39940,5401,9183
511272,588057.6,40550,3292,12304
249134,854822.4,26382,10359,21440
511286,2047334.4000000001,23048,7254,32902
249143,2350214.4,45588,14638,4092
249148,1730073.6,13360,20158,41813
249150,2382009.6,27723,44665,9269
773439,1727731.2000000002,16779,23504,49690
773448,2451974.4,11194,20837,40597
511304,1263120.0,30721,17693,49742
249162,584793.6,48619,11790,21737
249175,2844998.4000000004,18723,45078,20933
511320,1902451.2000000002,28508,26377,11099
773468,2269065.6,49505,38677,34161
511326,730483.2000000001,37807,12527,22201
511328,1920662.4000000001,47608,40283,22171
511330,1336944.0,42672,19595,31807
249190,2187302.4,30760,31344,51219
249198,2857689.6,47731,65983,62851
773494,937420.8,23864,8716,25432
511351,1861228.8,40536,8407,20675
511352,1988649.6,39064,18788,48336
249210,660384.0,12973,8576,20450
511355,894028.8,2102,3813,8089
773500,2058441.6,15478,45194,32387
773502,2042707.2000000002,47530,13838,79554
773506,102988.8,35194,1048,981
511368,613699.2000000001,31613,14835,10109
511369,1715932.8,14094,16146,30139
773515,2738227.2,36071,14613,13950
773520,2365939.2,,51028,69900
511383,2369203.2,13202,27422,94361
249240,1370736.0,44233,17339,31002
249244,687753.6000000001,12397,7265,13763
511389,1036281.6000000001,13605,16239,9714
511396,1931443.2000000002,49927,43944,31360
773546,2170377.6,47937,49453,63954
249259,1887014.4000000001,27664,36450,45538
249264,2482579.2,29722,40740,22446
511409,1389225.6,32603,11789,8744
511410,1092547.2,18210,21919,15870
511411,1762147.2000000002,22192,18549,61950
511416,1499500.8,43314,34583,9683
773561,1176057.6,46887,12233,14030
773564,1584796.8,29373,28741,31437
511421,2131334.4,1141,7207,51850
773565,699417.6000000001,45173,466,4640
773566,1379606.4000000001,23668,2473,38469
511420,2689065.6,,25527,110382
511424,1657708.8,17172,7359,50229
773567,1815964.8,39923,11048,41177
511423,2358777.6,5545,12997,2235
511430,390240.0,21096,8309,1150
511431,482659.2,9908,10572,16131
511432,1107148.8,,22678,39809
249293,2796076.8000000003,24544,59323,65165
773582,2515228.8000000003,47970,36222,49616
511439,1636166.4000000001,3150,5668,43322
511440,1334851.2000000002,29266,31772,40667
511449,2154096.0,16256,43267,53450
511453,2257536.0,32569,14517,48733
249309,830112.0,46336,3723,28406
249311,2780793.6,34057,14339,101140
773601,1723833.6,4200,31187,3861
511459,2184662.4,,25952,27518
511469,2552006.4000000004,8255,3960,254
511470,1004640.0,46702,9384,18080
773613,1631894.4000000001,49193,26872,46542
773615,1877577.6,39317,29602,30714
773619,1383273.6,,20339,9776
773622,1528502.4000000001,21619,35739,25415
511479,1813516.8,35733,6600,57672
773624,1215283.2,15025,16059,33008
511482,1090060.8,,20811,35255
511483,560227.2000000001,5722,7456,6291
249347,2532163.2,45709,59591,10634
511501,961670.4,24485,3722,24880
773646,182572.80000000002,4642,796,4148
511511,1941897.6,43768,3634,63591
511514,976944.0,3267,17605,11647
249371,2565580.8000000003,,30662,14729
249374,2707209.6,44560,66079,18299
511518,161606.40000000002,931,1080,2572
773664,949843.2000000001,30191,15383,11381
773666,495148.80000000005,14370,8006,16968
249378,1339065.6,45753,17258,15298
249379,2297808.0,,9477,4180
511528,2690985.6,,49718,66572
773676,253257.6,30410,207,448
511533,1892976.0,16300,4431,54120
773677,1459747.2000000002,20791,15574,21114
249393,893731.2000000001,8905,12333,21927
249395,415401.60000000003,32126,5068,15178
773684,2002617.6,40503,29563,45479
249397,469920.0,,711,3759
249412,1399152.0,7266,30667,3816
511558,404409.60000000003,25499,8010,11833
511569,2135913.6,43603,3834,19982
511571,2069270.4000000001,,40456,73097
773715,94819.20000000001,,1374,1714
249429,2270774.4,1396,43194,28457
773722,873955.2000000001,,14087,4531
511580,164572.80000000002,14329,2564,6744
773724,1634515.2000000002,37684,29702,28165
511584,1899043.2000000002,16583,17669,69623
773729,2709772.8000000003,14041,2750,3381
511588,819273.6000000001,43696,8962,22915
511590,1578240.0,18619,9621,65477
511592,1031068.8,,7360,28457
249452,2391888.0,,27009,29760
773744,2307552.0,,41666,39060
511607,43488.0,15229,147,1186
511610,2218262.4,34274,34746,88987
249469,2136528.0,9195,32718,64997
249470,798499.2000000001,49028,16400,1681
249474,2018016.0,27646,2964,9091
249480,609724.8,41213,15209,2310
773776,53174.4,49097,634,492
773779,2174563.2,,49825,48527
249493,1099670.4000000001,8212,10790,44373
773784,1526582.4000000001,34953,21416,3746
249496,1908048.0,1576,18078,78129
773788,2373235.2,4847,31556,22572
249506,848822.4,27977,8765,12081
511651,737923.2000000001,35586,4998,4279
249508,2243673.6,15975,42222,32992
773797,1470019.2000000002,7747,18239,25322
249512,2072640.0,34579,16340,6850
249515,279715.2,31698,4683,4813
773804,335808.0,1989,5372,4601
249518,938342.4,46818,17087,8374
249521,2599036.8000000003,33773,43360,26361
773813,2713468.8000000003,24186,8103,7993
511669,2112355.2,35483,37145,6283
249531,2405721.6,13433,44710,27005
773821,2294899.2,23436,19648,71584
773823,2873558.4000000004,6264,62790,33624
511683,900432.0,46857,1226,22775
773833,1985424.0,11833,40052,42142
773839,1142668.8,43802,23803,10431
511696,1405017.6,34363,11820,33055
773844,2671699.2,12263,59834,46621
511701,200928.0,9189,24,265
511705,1836086.4000000001,14747,31782,47501
511707,1771862.4000000001,904,21279,50643
249565,1461686.4000000001,7961,8123,19717
511716,2429337.6,25507,4324,11524
249573,1294464.0,9967,30734,47103
249576,2187004.8000000003,28983,5681,62980
773864,1410384.0,22499,571,21992
249586,1994640.0,,42558,16543
511734,1033123.2000000001,,14055,32445
249592,944928.0,19875,22163,35980
249594,1709222.4000000001,36764,33958,1270
249596,1146662.4000000001,20982,22085,29250
511741,2500636.8000000003,,15063,80544
773885,1559088.0,28319,37581,48805
773887,2780457.6,,38829,3932
249600,1823520.0,43778,10215,21703
249604,327734.4,27225,6447,2408
249605,2143641.6,26531,42358,52049
773893,324163.2,1933,6581,7571
511751,136838.4,17447,885,4710
773903,2403964.8000000003,37759,31607,48244
773905,2558409.6,37822,10214,30055
249619,564595.2000000001,38621,12751,10561
773919,1521811.2000000002,31072,31570,32309
249636,1201632.0,4429,668,8501
773928,1770796.8,15491,17401,32735
249642,635846.4,27574,4680,25202
773932,2645990.4000000004,14004,19002,13391
249647,2128387.2,14126,26308,25712
511792,2020944.0,,9663,3346
511795,2420774.4,23185,59588,6132
511800,2431660.8000000003,10714,19409,47671
249663,786547.2000000001,17671,14413,18955
511808,2650310.4000000004,41069,34969,86042
511811,416995.2,13578,4476,7319
773956,1229491.2,27123,25861,7890
249672,2515536.0,5505,56085,51044
773960,1722480.0,25820,9177,26927
511825,501724.80000000005,37675,790,18570
511826,880118.4,,18865,3895
511836,79833.6,,410,2460
773982,2183404.8000000003,19407,14101,4973
773984,1619308.8,24934,14995,32106
249698,2611795.2,26030,17660,81293
773986,206592.0,29620,3516,1949
511844,260620.80000000002,17340,2898,8444
249699,417561.60000000003,39468,5097,2215
249704,1777756.8,6058,3635,10326
511849,2633808.0,31064,29023,81922
249707,296227.2,5952,5142,4890
773996,977721.6000000001,33653,13407,24824
773997,143049.6,25613,429,137
249710,1960838.4000000001,16799,38113,40252
249716,769660.8,24354,8227,31101
511862,507859.2,22686,5806,15067
511867,347606.4,40161,5109,7766
511871,1646102.4000000001,19359,35317,26024
511875,1453862.4000000001,3931,17720,41547
774019,2190220.8000000003,13391,23530,16189
249733,2034393.6,48747,28258,35050
774023,1647580.8,36188,31188,44356
774026,1630435.2000000002,23956,17931,33283
774031,1785148.8,9183,12787,10357
774034,1344892.8,21147,32913,1163
249747,112243.20000000001,13634,1476,4258
774039,888835.2000000001,49473,12252,24370
774040,1672588.8,15952,22444,20113
774050,312470.4,45622,514,1409
774057,1278988.8,29826,13614,5709
511916,756854.4,25817,5,21
774066,2561644.8000000003,36285,31979,5329
249784,1052851.2,,11098,28495
774074,2680684.8000000003,25115,3291,108190
511932,716841.6000000001,48963,8914,29365
249790,1270982.4000000001,,19593,49965
249791,1696982.4000000001,22883,33672,3403
774085,1481836.8,5067,1380,17973
511941,1173513.6,29382,25367,33073
511945,893577.6000000001,7880,21428,33853
249801,1927612.8,41889,39606,24308
774092,1418217.6,32991,3005,1488
511948,2702544.0,3634,50445,74214
249806,1081430.4000000001,13750,20242,39230
511955,91968.0,33093,1919,366
774102,436780.80000000005,16596,159,9516
511960,2124806.4,40940,4227,2212
249819,731222.4,31419,15718,14062
249825,1087852.8,46213,17981,25875
511970,2648544.0,22828,51977,105627
511971,2866416.0,12746,41524,38372
249832,1613673.6,48711,10089,13505
511978,1801478.4000000001,2213,7926,50345
511983,934598.4,2845,12518,29899
511985,2460412.8000000003,46530,27546,82750
774132,682195.2000000001,2794,342,16041
511990,2019686.4000000001,812,1573,38000
774142,2707891.2,40841,27389,75763
249856,2318092.8000000003,9653,5365,80451
774146,2313532.8000000003,46917,42825,62275
512005,849628.8,15080,5711,26555
512008,1770768.0,18842,30371,54009
774154,678432.0,4189,1436,11173
512015,118886.40000000001,49991,2142,152
512028,1560796.8,11095,21523,50129
249886,2215238.4,27360,31092,15351
249890,2456025.6,40419,9045,101647
512035,1210857.6,,30174,15610
512034,1197052.8,39937,26567,1562
774181,1457337.6,35179,33299,10379
774186,1178342.4000000001,29509,4964,19369
249904,1253299.2,,17720,15324
774194,1305667.2000000002,27469,2073,52811
512052,1991702.4000000001,,8390,820
249909,541987.2000000001,11787,3301,6325
774198,1014854.4,18581,19336,3892
249916,1572518.4000000001,39563,12284,29033
774209,1289088.0,,26319,36859
249922,2626896.0,17991,49964,6052
512072,2491488.0,11451,28762,30725
249931,303072.0,11666,4794,6495
512077,2638579.2,28038,179,59775
512080,309408.0,36924,3708,8931
774227,840182.4,7357,16345,21623
512084,1622352.0,12647,17440,2494
512091,1038172.8,6215,11565,28868
512095,1134681.6,30267,14803,7136
774242,2166758.4,,44868,14316
512098,2582582.4000000004,37616,59071,26559
249963,1445241.6,2092,33785,33488
774255,553603.2000000001,2607,7460,22702
774257,666796.8,48507,2387,2217
512114,897648.0,37586,19654,6943
774260,2879126.4000000004,930,27833,62466
512117,2776742.4000000004,29387,49256,7918
774262,2062867.2000000002,24335,38292,43223
249988,728428.8,24351,18069,10917
512133,1589020.8,38592,9305,35564
249992,1385481.6,13728,20795,31627
249994,1750656.0,33015,25624,60146
512138,2626176.0,47816,45815,36308
774283,539808.0,7439,10707,338
249999,1929369.6,44422,7421,4007
774289,2024419.2000000002,19537,8622,71644
512148,2861875.2,,47403,68630
250013,1510358.4000000001,9624,35646,41384
250014,208435.2,20336,4695,6055
250017,2184556.8000000003,9784,25939,54215
512161,1236384.0,,29280,23000
774308,2346518.4,9495,4866,70809
512166,2678726.4000000004,,253,109181
512170,1335686.4000000001,46667,21135,27275
774316,88070.40000000001,1481,1547,430
250028,1932345.6,25530,15340,42586
250039,1885670.4000000001,35775,43408,78259
250041,199017.6,22122,4667,6044
250045,700982.4,2963,9476,10019
512198,615408.0,11336,2895,14031
250055,1204502.4000000001,42777,881,18064
774345,2558352.0,17820,8137,29546
774351,1851571.2000000002,37243,27181,17125
250066,826147.2000000001,10930,1912,17439
512211,1017705.6000000001,34779,6871,17616
250068,1969190.4000000001,14010,34015,31058
774357,2185929.6,21792,27190,31882
512213,337526.4,49022,2777,6676
512218,1429680.0,1136,23000,17211
512219,2454278.4,46834,39094,54036
250074,1725062.4000000001,8156,38729,1483
774365,2491622.4,35327,4340,3356
250081,963513.6000000001,40531,10695,566
512228,180739.2,41437,4231,1551
774383,2589734.4000000004,28262,16944,103297
250097,2729788.8000000003,46353,35902,79540
250103,1957392.0,,30979,35793
250104,2738284.8000000003,,46814,15530
512249,1008681.6000000001,21894,4200,26488
512256,516211.2,15351,472,1917
250122,2252275.2,32640,4215,22008
512269,2744476.8000000003,32481,17235,14115
250128,2578617.6,872,5106,59071
774418,2594294.4000000004,41822,3151,36614
512275,988742.4,22818,1336,9440
774420,1312838.4000000001,,5609,13398
250132,980851.2000000001,42322,6233,25548
250139,473616.0,13041,2412,1834
774427,1999142.4000000001,6420,9431,6240
250142,2581958.4000000004,23283,30446,13239
774434,1819766.4000000001,10826,18009,52199
774438,1794249.6,,40677,3963
774439,2673840.0,3869,27168,3740
250150,2794156.8000000003,44436,38088,61751
250154,1251340.8,37600,10979,1046
512304,1627468.8,16852,31699,48136
250160,968534.4,17466,7349,9155
250162,2799292.8000000003,9617,30534,36310
512314,631056.0,23415,10050,7828
512316,499075.2,40447,5356,16944
512317,2394614.4,44414,1467,18999
250174,1815369.6,23805,25680,48393
512321,178896.0,49635,3951,3111
250183,602640.0,46546,2248,9671
512328,864912.0,4261,2678,32608
250186,428774.4,33666,4206,12054
774481,828259.2000000001,43344,18501,7278
512342,1292371.2000000002,15447,7454,50698
250200,2807520.0,,50661,112502
512347,2687606.4000000004,7454,32869,82397
512353,539721.6,13865,5718,10913
774501,844444.8,14547,16903,2470
774503,491952.0,11638,3755,9912
250220,1230297.6,36408,1767,23929
250224,1889712.0,15817,8576,71797
512374,2611747.2,13392,46692,19370
774522,1981910.4000000001,29774,38516,6421
774524,1950998.4000000001,32707,30987,58765
774526,2861529.6,,48862,93197
512386,309523.2,41094,5033,4067
250250,1372963.2000000002,48787,11039,22300
774542,1657382.4000000001,1890,9544,19961
774543,281932.8,,5363,11110
512400,2254435.2,5721,25348,47113
512415,693417.6000000001,30124,13278,23014
512416,1769443.2000000002,16365,27811,29013
250279,1143974.4000000001,33015,15349,36425
250285,2415388.8000000003,38009,27309,47871
774574,1227552.0,2922,9512,20644
250288,400339.2,11452,7012,3217
512433,889027.2000000001,17738,13342,22258
250290,2048121.6,,48168,74438
774587,1648723.2000000002,43680,4407,65377
250302,1845120.0,12504,38253,47944
774594,2416800.0,37796,17102,27993
512457,1431782.4000000001,716,33180,11596
512458,466454.4,8213,9141,15613
774603,883344.0,46420,4955,6447
774604,2236291.2,45791,6619,57027
512461,1861872.0,5075,44368,42840
250316,1029513.6000000001,49875,1048,8049
774609,2435721.6,37170,6148,5699
774615,2452348.8000000003,20984,39903,66020
512471,2011440.0,5530,26246,40890
774621,1330339.2000000002,16765,22097,43363
774637,2072409.6,44766,21998,82804
512495,500073.60000000003,9522,5361,2635
512496,1967923.2000000002,11220,40647,76433
774642,2514556.8000000003,895,16370,31488
512498,639408.0,4130,15501,19278
512500,2667868.8000000003,,14633,10068
774646,2131123.2,43175,21193,2989
774648,1811011.2000000002,47857,20620,29459
512508,114585.6,28563,1199,3975
774652,1497254.4000000001,37292,19142,61899
250366,2322643.2,19996,18256,41378
250367,2795932.8000000003,1979,38260,62558
512515,1176489.6,26409,6859,22238
512516,339024.0,19651,5498,2379
774661,1561257.6,22418,32818,43345
512517,186364.80000000002,29151,3751,7265
512518,1637491.2000000002,12300,29253,23142
250375,1679193.6,,27716,17554
512521,1426800.0,25205,1359,45588
250381,1944480.0,31191,33004,20784
774670,1261267.2000000002,31896,28255,48713
774672,974064.0,17396,7494,9040
512529,2653411.2,41748,31372,13044
250384,152784.0,46282,3003,5451
512531,986572.8,,7339,12390
250389,1340716.8,25282,11455,14303
512537,494457.60000000003,5361,10522,16311
250396,1666723.2000000002,35486,20323,52717
774685,70060.8,48166,1238,2371
512544,1043827.2000000001,30228,3619,5485
774691,896841.6000000001,23870,12412,4036
512549,205718.40000000002,46162,1368,8518
250407,689913.6000000001,,12719,14933
774701,1175241.6,9227,18648,21329
512558,2815507.2,,22566,41687
250418,1724553.6,21779,24673,70412
250420,2122310.4,2040,32638,13886
774713,66758.40000000001,29054,509,375
774715,2328777.6,22466,34159,82853
250429,1509225.6,26863,8890,33824
250430,1397376.0,44064,34047,12872
512578,2492707.2,46182,58019,76128
512580,1418716.8,48193,2828,24430
250440,806515.2000000001,,13604,15297
512585,354768.0,27407,7464,9488
512586,782457.6000000001,6938,757,7709
512588,323337.60000000003,44519,2136,9116
512600,1448956.8,12319,17609,13093
250456,1975315.2000000002,1687,46215,37541
774748,794054.4,11665,13651,22399
250463,1011609.6000000001,13190,21607,34529
774756,168979.2,5832,3046,4832
512617,1087286.4000000001,16138,303,28635
512622,2810102.4000000004,31995,52489,25033
250482,1025913.6000000001,9931,22814,23196
774770,656889.6000000001,2690,15926,21746
774772,305318.4,17125,5080,2740
250488,813715.2000000001,37044,14419,17281
774777,2003414.4000000001,11846,47261,21684
512635,1523740.8,13871,10028,24949
250496,1811145.6,41221,32473,50943
512641,2291232.0,4246,17087,30336
250497,2839718.4000000004,44529,17475,81354
250499,30883.2,21617,353,901
774789,2436124.8000000003,21538,35114,4546
774797,2009462.4000000001,49789,48388,9679
512654,2452300.8000000003,27538,14906,13859
250514,514665.60000000003,49099,12604,15158
512663,1455062.4000000001,10760,22438,22934
512664,730444.8,33328,7047,20902
512665,1523270.4000000001,21946,27008,17041
512666,2746473.6,40033,29755,47537
250522,73900.8,,557,2233
774808,1070054.4000000001,8490,11434,3421
774809,339628.80000000005,7025,3493,10913
250531,767356.8,17172,10169,20038
250532,2668656.0,31508,12895,71117
774821,2654937.6,25387,36343,39029
774831,1344240.0,22207,6038,34237
774833,2188627.2,,20461,7635
774835,2703926.4000000004,16557,40828,37810
250552,130646.40000000001,11465,3122,4386
774841,2163849.6,28873,22425,86730
774846,60297.600000000006,3240,287,1875
774847,943152.0,30411,10168,35433
250570,296236.8,39201,6870,149
512732,2849587.2,43061,4583,7341
250591,487900.80000000005,12479,6560,17186
774880,1320672.0,49167,19958,21694
250594,567868.8,38571,3857,7431
774892,246921.6,22887,4082,4084
512756,1449321.6,32281,19854,7190
774903,1552656.0,7127,38060,41679
512762,975993.6000000001,24666,13652,22644
774908,1006732.8,30330,7299,10898
512765,724387.2000000001,,879,26601
250621,1881580.8,12650,10334,1859
774911,1321315.2000000002,,14682,9153
512768,1333948.8,2353,10068,34821
250625,2081529.6,41942,11048,2531
512771,1046467.2000000001,37966,19691,5262
512781,200649.6,10074,4436,2091
774936,2029324.8,41933,15373,56563
512797,870182.4,12003,14397,15086
774942,1679011.2000000002,39490,19937,8711
774950,83769.6,20529,1994,1451
512807,1956566.4000000001,34432,34477,13523
512809,441187.2,1963,45,11917
250666,2353152.0,27172,39234,67118
250665,1573497.6,33286,38662,60837
774955,271209.60000000003,,3814,9361
512820,1239945.6,,19627,48697
512826,887040.0,,9132,28595
774971,371001.60000000003,10358,5606,14982
774982,2244192.0,34171,30882,30376
512840,1751760.0,42092,543,46135
774993,1623696.0,16926,34436,6652
774995,901161.6000000001,48135,21323,29332
250711,1766524.8,1543,17079,4908
250712,60076.8,31987,511,191
512860,1621305.6,31931,40307,34747
775007,478416.0,48938,8482,10862
775017,2099788.8000000003,27138,45,28420
512875,167798.40000000002,9386,4073,4332
775022,1665158.4000000001,41705,20980,67772
512883,1305484.8,7181,25117,5346
250739,1258972.8,10127,27184,5759
775033,1319049.6,11975,9096,6782
250746,89904.0,12915,136,1431
250747,1797705.6,47782,8417,69971
512892,2337091.2,23957,16362,46449
250753,758707.2000000001,32587,9412,19860
250754,2749478.4000000004,29992,45273,21650
775043,343228.80000000005,44365,709,531
250760,2564832.0,44915,51681,12093
775049,2598777.6,10322,59018,66414
250762,2611651.2,35639,39072,63382
512911,2285952.0,18166,37335,69670
775056,2405568.0,20241,7621,100109
512915,675494.4,17641,15442,4962
250773,802944.0,26795,19833,7338
250775,1117401.6,29193,21640,28412
775064,1787731.2000000002,9066,26566,71756
250778,185328.0,30870,1527,775
775066,1003344.0,45411,3123,27230
775068,1710115.2000000002,47901,28224,39479
250796,2869536.0,48823,24800,45016
512946,1604860.8,22997,34120,15230
250809,381590.4,47584,1719,15336
512954,35088.0,48345,759,939
775098,259248.0,1480,1129,685
512955,2853974.4000000004,10823,56583,100182
775103,911884.8,11378,3488,36634
250815,2516534.4,41342,18314,9516
512961,1137100.8,15395,24854,11111
775113,303254.4,22073,1189,711
512969,888000.0,31853,6508,27829
775116,1262361.6,46291,20948,11620
512976,292320.0,25835,6752,1211
512980,2192035.2,18904,24013,6558
250837,1431465.6,2839,7213,38926
775128,113462.40000000001,7756,2052,212
512986,2714073.6,44341,40549,38456
775140,1483593.6,32032,28603,27671
513001,912441.6000000001,17467,4357,1099
250858,731020.8,46763,18017,23712
775148,508329.60000000003,23704,5226,1492
250862,2610480.0,,23337,62739
775151,466838.4,,1786,16480
775154,2193638.4,31168,31391,23721
250870,2131584.0,12227,11332,59799
775163,1896758.4000000001,16045,37052,20411
250882,776880.0,20680,16615,25738
513026,2370614.4,39908,21668,45332
513028,2497612.8000000003,5030,56500,44899
775176,1478150.4000000001,10331,24470,55273
775187,873264.0,13331,7147,20064
250900,1437667.2000000002,29206,8302,4873
250901,1190112.0,4352,17624,17420
250910,1252982.4000000001,26517,27983,43061
513056,2272176.0,22655,26158,80309
775202,1022400.0,,24894,29169
775203,1140009.6,21542,24235,46844
513062,2391686.4,24672,5978,3022
513063,497030.4,42147,1180,13217
250919,2083833.6,47599,9563,82062
513064,1939660.8,18308,33762,44799
513067,142147.2,21170,1102,1310
775211,789350.4,5072,1188,17268
775213,2196316.8000000003,24849,15544,49332
250929,2090851.2000000002,,46865,57781
775222,842304.0,45480,16488,34998
250934,1664630.4000000001,8852,10816,31944
775225,2164627.2,27025,26510,59465
250944,318278.4,33907,2649,11532
775234,1647052.8,42145,40564,24315
513094,2851382.4000000004,34191,36628,109090
513097,1771564.8,44796,1206,48606
775242,342844.80000000005,10766,4547,7604
513099,2727619.2,8966,53632,47593
250956,1210348.8,12915,26465,17068
775245,1993324.8,29932,8515,34078
513098,82771.20000000001,36448,44,1629
775248,1092096.0,8115,13760,29723
513120,2174553.6,16497,35553,2549
775264,51379.200000000004,28695,495,210
250978,752985.6000000001,18054,3351,18832
775265,2634115.2,41029,31070,104896
775270,1726512.0,18056,21000,29213
250984,636288.0,39064,6091,10244
775281,85324.8,19512,608,2074
250996,2250691.2,21348,35920,77583
250997,1499116.8,,19713,38031
251005,1882473.6,16329,20199,20938
775293,2439120.0,48617,29216,96809
251008,208051.2,,2574,6670
775297,913872.0,,1125,14897
775306,238867.2,30738,4538,7564
251021,2284886.4,2635,34549,26015
251031,1633680.0,34383,9037,59161
513177,144777.6,25649,2397,3968
251036,451996.80000000005,32213,2592,7703
775334,2474313.6,29780,18126,84528
513192,111926.40000000001,2334,351,3062
775344,1620528.0,41015,37567,19002
513200,1289577.6,46540,25212,31403
251060,2557622.4000000004,11218,4163,53722
775351,727430.4,7665,3581,25548
251066,1887360.0,11595,44249,59904
513214,1072944.0,6402,22085,3106
775358,2206176.0,44850,2011,37014
775359,2353641.6,24181,39036,94663
251074,2760009.6,7387,54586,41680
513218,1219929.6,,4026,17423
513222,420144.0,6410,4436,13345
513225,706713.6000000001,24302,11973,23728
251084,2150448.0,13779,9907,22848
251087,491548.80000000005,7080,6425,15439
513232,1288560.0,38676,27852,11846
251095,918720.0,38791,13100,34921
513241,860745.6000000001,47970,3780,13815
513242,1617955.2000000002,15811,15941,3419
513244,494064.0,38134,12301,4883
251101,1254297.6,10552,2541,3517
775390,1244150.4000000001,49342,30653,4412
513247,558230.4,,5639,3899
251106,1653859.2000000002,,38098,4532
